EVENT,BOUT,OUTCOME,WEIGHTCLASS,METHOD,ROUND,TIME,TIME FORMAT,REFEREE,DETAILS,URL,FIGHTER_1,FIGHTER_2,FIGHTER_1_RESULT,FIGHTER_2_RESULT,JUDGE_1,JUDGE_1_SCORE,JUDGE_2,JUDGE_2_SCORE,JUDGE_3,JUDGE_3_SCORE
UFC 133: Evans vs Ortiz 2 ,Ivan Menjivar  vs. Nick Pace ,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Brad Duruttya 28 - 29.Kings Kao 28 - 29.Ray Martin 28 - 29.,http://ufcstats.com/fight-details/de41ca23c9a13bfb,Ivan Menjivar,Nick Pace,W,L,Brad Duruttya,28 - 29,Kings Kao,28 - 29,Ray Martin,28 - 29
UFC 133: Evans vs Ortiz 2 ,Johny Hendricks  vs. Mike Pierce ,W/L,Welterweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Doug Crosby 29 - 28.Wilfredo Cintron 28 - 29.Kings Kao 28 - 29.,http://ufcstats.com/fight-details/87cc38e9d565f819,Johny Hendricks,Mike Pierce,W,L,Doug Crosby,29 - 28,Wilfredo Cintron,28 - 29,Kings Kao,28 - 29
UFC 133: Evans vs Ortiz 2 ,Mike Brown  vs. Nam Phan ,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Kings Kao 27 - 29.Wilfredo Cintron 28 - 29.Brad Duruttya 28 - 29.,http://ufcstats.com/fight-details/9468f58f8abf78df,Mike Brown,Nam Phan,W,L,Kings Kao,27 - 29,Wilfredo Cintron,28 - 29,Brad Duruttya,28 - 29
UFC 133: Evans vs Ortiz 2 ,Rafael Natal  vs. Paul Bradley ,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin Mulhall,Kings Kao 27 - 30.Wilfredo Cintron 28 - 29.Cardo Urso 28 - 29.,http://ufcstats.com/fight-details/ba2f30fb7143a6b1,Rafael Natal,Paul Bradley,W,L,Kings Kao,27 - 30,Wilfredo Cintron,28 - 29,Cardo Urso,28 - 29
UFC 132: Cruz vs Faber ,Dominick Cruz  vs. Urijah Faber ,W/L,UFC Bantamweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Steve Mazzagatti,Sal D'amato 45 - 50.Patricia Morse-Jarman 46 - 49.Glenn Trowbridge 47 - 48.,http://ufcstats.com/fight-details/8f4a445ccb548f15,Dominick Cruz,Urijah Faber,W,L,amato,45 - 50,Jarman,46 - 49,Glenn Trowbridge,47 - 48
UFC 132: Cruz vs Faber ,Wanderlei Silva  vs. Chris Leben ,L/W,Middleweight Bout,KO/TKO ,1,0:27,3 Rnd (5-5-5),Josh Rosenthal,Punches to Head In Clinch ,http://ufcstats.com/fight-details/50ebe7915d9f0cab,Wanderlei Silva,Chris Leben,L,W,,,,,,
UFC 132: Cruz vs Faber ,Dennis Siver  vs. Matt Wiman ,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Jeff Collins 28 - 29.Lester Griffin 28 - 29.Glenn Trowbridge 28 - 29.,http://ufcstats.com/fight-details/be79dafe6c0b7671,Dennis Siver,Matt Wiman,W,L,Jeff Collins,28 - 29,Lester Griffin,28 - 29,Glenn Trowbridge,28 - 29
UFC 132: Cruz vs Faber ,Tito Ortiz  vs. Ryan Bader ,W/L,Light Heavyweight Bout,Submission ,1,1:56,3 Rnd (5-5-5),Mario Yamasaki,Guillotine Choke After Drop to Guard ,http://ufcstats.com/fight-details/34c6c06ba60a9ade,Tito Ortiz,Ryan Bader,W,L,,,,,,
UFC 132: Cruz vs Faber ,Carlos Condit  vs. Dong Hyun Kim ,W/L,Welterweight Bout,KO/TKO ,1,2:58,3 Rnd (5-5-5),Steve Mazzagatti,Flying Knee Head ,http://ufcstats.com/fight-details/d5d6ae85ebcfd160,Carlos Condit,Dong Hyun Kim,W,L,,,,,,
UFC 132: Cruz vs Faber ,Melvin Guillard  vs. Shane Roller ,W/L,Lightweight Bout,KO/TKO ,1,2:12,3 Rnd (5-5-5),Josh Rosenthal,Punch to Head At Distance ,http://ufcstats.com/fight-details/137d7dea41cacdc6,Melvin Guillard,Shane Roller,W,L,,,,,,
UFC 132: Cruz vs Faber ,George Sotiropoulos  vs. Rafael Dos Anjos ,L/W,Lightweight Bout,KO/TKO ,1,0:59,3 Rnd (5-5-5),Yves Lavigne,Punch to Head At Distance ,http://ufcstats.com/fight-details/65171ae917df102f,George Sotiropoulos,Rafael Dos Anjos,L,W,,,,,,
UFC 132: Cruz vs Faber ,Brian Bowles  vs. Takeya Mizugaki ,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Lester Griffin 27 - 30.Marcos Rosales 27 - 30.Jeff Collins 28 - 29.,http://ufcstats.com/fight-details/a0d1be5413e301dd,Brian Bowles,Takeya Mizugaki,W,L,Lester Griffin,27 - 30,Marcos Rosales,27 - 30,Jeff Collins,28 - 29
UFC 132: Cruz vs Faber ,Brad Tavares  vs. Aaron Simpson ,L/W,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,Sal D'amato 27 - 30.Lester Griffin 27 - 30.Glenn Trowbridge 27 - 30.,http://ufcstats.com/fight-details/ec20620c294a49a4,Brad Tavares,Aaron Simpson,L,W,amato,27 - 30,Lester Griffin,27 - 30,Glenn Trowbridge,27 - 30
UFC 132: Cruz vs Faber ,Anthony Njokuani  vs. Andre Winner ,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Patricia Morse-Jarman 27 - 30.Junichiro Kamijo 26 - 30.Tony Weeks 26 - 30.,http://ufcstats.com/fight-details/d8287db48ec356df,Anthony Njokuani,Andre Winner,W,L,Jarman,27 - 30,Junichiro Kamijo,26 - 30,Tony Weeks,26 - 30
UFC 132: Cruz vs Faber ,Jeff Hougland  vs. Donny Walker ,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Jeff Collins 28 - 29.Junichiro Kamijo 28 - 29.Marcos Rosales 27 - 30.,http://ufcstats.com/fight-details/29a1ed2c88c34fe0,Jeff Hougland,Donny Walker,W,L,Jeff Collins,28 - 29,Junichiro Kamijo,28 - 29,Marcos Rosales,27 - 30
UFC Live: Kongo vs Barry ,Cheick Kongo  vs. Pat Barry ,W/L,Heavyweight Bout,KO/TKO ,1,2:39,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head In Clinch ,http://ufcstats.com/fight-details/4d6f492092d827cf,Cheick Kongo,Pat Barry,W,L,,,,,,
UFC Live: Kongo vs Barry ,Charlie Brenneman  vs. Rick Story ,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Matheny,Doug Crosby 28 - 29.Brad Duruttya 28 - 29.Cardo Urso 28 - 29.,http://ufcstats.com/fight-details/0212461ac95ae690,Charlie Brenneman,Rick Story,W,L,Doug Crosby,28 - 29,Brad Duruttya,28 - 29,Cardo Urso,28 - 29
UFC Live: Kongo vs Barry ,Matt Brown  vs. John Howard ,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Doug Crosby 28 - 29.John Lapcevic 28 - 29.Cardo Urso 28 - 29.,http://ufcstats.com/fight-details/5ad0a7ec5e99955b,Matt Brown,John Howard,W,L,Doug Crosby,28 - 29,John Lapcevic,28 - 29,Cardo Urso,28 - 29
UFC Live: Kongo vs Barry ,Christian Morecraft  vs. Matt Mitrione ,L/W,Heavyweight Bout,KO/TKO ,2,4:28,3 Rnd (5-5-5),Mark Matheny,Punches to Head At Distance ,http://ufcstats.com/fight-details/41f186bffee2bb29,Christian Morecraft,Matt Mitrione,L,W,,,,,,
UFC Live: Kongo vs Barry ,Tyson Griffin  vs. Manvel Gamburyan ,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chip Snider,Brad Duruttya 28 - 29.John Lapcevic 28 - 29.Todd Kruszka 28 - 29.,http://ufcstats.com/fight-details/70ddd13934e6c0e9,Tyson Griffin,Manvel Gamburyan,W,L,Brad Duruttya,28 - 29,John Lapcevic,28 - 29,Todd Kruszka,28 - 29
UFC Live: Kongo vs Barry ,Joe Stevenson  vs. Javier Vazquez ,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,John Lapcevic 27 - 30.Brent Colflesh 28 - 29.Cardo Urso 27 - 30.,http://ufcstats.com/fight-details/4289bcb551b07bc1,Joe Stevenson,Javier Vazquez,L,W,John Lapcevic,27 - 30,Brent Colflesh,28 - 29,Cardo Urso,27 - 30
UFC Live: Kongo vs Barry ,Joe Lauzon  vs. Curt Warburton ,W/L,Lightweight Bout,Submission ,1,1:58,3 Rnd (5-5-5),Chip Snider,Kimura From Guard ,http://ufcstats.com/fight-details/6b3038fe26a57b80,Joe Lauzon,Curt Warburton,W,L,,,,,,
UFC Live: Kongo vs Barry ,Daniel Roberts  vs. Rich Attonito ,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Doug Crosby 27 - 29.John Lapcevic 27 - 30.Brent Colflesh 28 - 29.,http://ufcstats.com/fight-details/6cc8c21becd17ffa,Daniel Roberts,Rich Attonito,L,W,Doug Crosby,27 - 29,John Lapcevic,27 - 30,Brent Colflesh,28 - 29
UFC Live: Kongo vs Barry ,Nik Lentz  vs. Charles Oliveira ,NC/NC,Lightweight Bout,Overturned ,2,1:48,3 Rnd (5-5-5),Chip Snider,Illegal Knee on Ground by Oliveira,http://ufcstats.com/fight-details/91daeeeea0a83e49,Nik Lentz,Charles Oliveira,NC,NC,,,,,,
UFC Live: Kongo vs Barry ,Ricardo Lamas  vs. Matt Grice ,W/L,Featherweight Bout,KO/TKO ,1,4:41,3 Rnd (5-5-5),Keith Peterson,Punches to Head On Ground ,http://ufcstats.com/fight-details/16da233dcf7fecc8,Ricardo Lamas,Matt Grice,W,L,,,,,,
UFC Live: Kongo vs Barry ,Michael Johnson  vs. Edward Faaloloto ,W/L,Lightweight Bout,KO/TKO ,1,4:42,3 Rnd (5-5-5),Mark Matheny,Punches to Head On Ground ,http://ufcstats.com/fight-details/daa06084bcc66645,Michael Johnson,Edward Faaloloto,W,L,,,,,,
UFC 131: Dos Santos vs Carwin ,Shane Carwin  vs. Junior Dos Santos ,L/W,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Nelson Hamilton 27 - 30.Sal D'amato 27 - 30.Bill Mahood 26 - 30.,http://ufcstats.com/fight-details/60be440e54760b40,Shane Carwin,Junior Dos Santos,L,W,Nelson Hamilton,27 - 30,amato,27 - 30,Bill Mahood,26 - 30
UFC 131: Dos Santos vs Carwin ,Kenny Florian  vs. Diego Nunes ,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Jason Darrah 28 - 29.Chris Franco 28 - 29.Dave Hagen 27 - 30.,http://ufcstats.com/fight-details/c1039954c3457fe7,Kenny Florian,Diego Nunes,W,L,Jason Darrah,28 - 29,Chris Franco,28 - 29,Dave Hagen,27 - 30
UFC 131: Dos Santos vs Carwin ,Mark Munoz  vs. Demian Maia ,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jerin Valel,Sal D'amato 28 - 29.Jason Darrah 28 - 29.Nelson Hamilton 27 - 30.,http://ufcstats.com/fight-details/6dc666fd76a3b280,Mark Munoz,Demian Maia,W,L,amato,28 - 29,Jason Darrah,28 - 29,Nelson Hamilton,27 - 30
UFC 131: Dos Santos vs Carwin ,Dave Herman  vs. Jon Olav Einemo ,W/L,Heavyweight Bout,KO/TKO ,2,3:19,3 Rnd (5-5-5),Kevin Dornan,Punches to Head On Ground ,http://ufcstats.com/fight-details/65270a16c25b59ad,Dave Herman,Jon Olav Einemo,W,L,,,,,,
UFC 131: Dos Santos vs Carwin ,Vagner Rocha  vs. Donald Cerrone ,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Dave Hagen 27 - 30.Nelson Hamilton 27 - 30.Chris Franco 26 - 30.,http://ufcstats.com/fight-details/9f69f6420f21080a,Vagner Rocha,Donald Cerrone,L,W,Dave Hagen,27 - 30,Nelson Hamilton,27 - 30,Chris Franco,26 - 30
UFC 131: Dos Santos vs Carwin ,Yves Edwards  vs. Sam Stout ,L/W,Lightweight Bout,KO/TKO ,1,3:52,3 Rnd (5-5-5),John McCarthy,Punch to Head At Distance ,http://ufcstats.com/fight-details/44e24628e8eda0b1,Yves Edwards,Sam Stout,L,W,,,,,,
UFC 131: Dos Santos vs Carwin ,Jesse Bongfeldt  vs. Chris Weidman ,L/W,Middleweight Bout,Submission ,1,4:54,3 Rnd (5-5-5),Jerin Valel,Guillotine Choke Standing ,http://ufcstats.com/fight-details/65ac65daa51720e2,Jesse Bongfeldt,Chris Weidman,L,W,,,,,,
UFC 131: Dos Santos vs Carwin ,Mike Massenzio  vs. Krzysztof Soszynski ,L/W,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin Dornan,Nelson Hamilton 27 - 30.Chris Franco 26 - 30.Bill Mahood 27 - 30.,http://ufcstats.com/fight-details/1878e37418f1dfcd,Mike Massenzio,Krzysztof Soszynski,L,W,Nelson Hamilton,27 - 30,Chris Franco,26 - 30,Bill Mahood,27 - 30
UFC 131: Dos Santos vs Carwin ,Nick Ring  vs. James Head ,W/L,Middleweight Bout,Submission ,3,3:33,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke ,http://ufcstats.com/fight-details/06db48a74d81a15e,Nick Ring,James Head,W,L,,,,,,
UFC 131: Dos Santos vs Carwin ,Dustin Poirier  vs. Jason Young ,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Dave Hagen 27 - 30.Bill Mahood 27 - 30.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/b3a0fc0a945a31f7,Dustin Poirier,Jason Young,W,L,Dave Hagen,27 - 30,Bill Mahood,27 - 30,amato,28 - 29
UFC 131: Dos Santos vs Carwin ,Joey Beltran  vs. Aaron Rosa ,W/L,Heavyweight Bout,KO/TKO ,3,1:26,3 Rnd (5-5-5),Jerin Valel,Punches to Head On Ground ,http://ufcstats.com/fight-details/9a18479792f990f7,Joey Beltran,Aaron Rosa,W,L,,,,,,
UFC 131: Dos Santos vs Carwin ,Darren Elkins  vs. Michihiro Omigawa ,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin Dornan,Jason Darrah 28 - 29.Bill Mahood 28 - 29.Dave Hagen 27 - 30.,http://ufcstats.com/fight-details/29bf7862fb1c28d6,Darren Elkins,Michihiro Omigawa,W,L,Jason Darrah,28 - 29,Bill Mahood,28 - 29,Dave Hagen,27 - 30
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale ,Ramsey Nijem  vs. Tony Ferguson ,L/W,Ultimate Fighter 13 Welterweight Tournament Title Bout,KO/TKO ,1,3:54,3 Rnd (5-5-5),Josh Rosenthal,Punches to Head At Distance ,http://ufcstats.com/fight-details/cd0bc692a7bce9e7,Ramsey Nijem,Tony Ferguson,L,W,,,,,,
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale ,Clay Guida  vs. Anthony Pettis ,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Adalaide Byrd 27 - 30.Doug Crosby 27 - 30.Junichiro Kamijo 27 - 30.,http://ufcstats.com/fight-details/e9fc9dcc549c7f3b,Clay Guida,Anthony Pettis,W,L,Adalaide Byrd,27 - 30,Doug Crosby,27 - 30,Junichiro Kamijo,27 - 30
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale ,Ed Herman  vs. Tim Credeur ,W/L,Middleweight Bout,KO/TKO ,1,0:48,3 Rnd (5-5-5),Herb Dean,Punch to Head In Clinch ,http://ufcstats.com/fight-details/a1f9a28339f5e1b2,Ed Herman,Tim Credeur,W,L,,,,,,
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale ,Fabio Maldonado  vs. Kyle Kingsbury ,L/W,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Adalaide Byrd 28 - 29.Junichiro Kamijo 28 - 29.Patricia Morse-Jarman 28 - 29.,http://ufcstats.com/fight-details/35e23b1917b59132,Fabio Maldonado,Kyle Kingsbury,L,W,Adalaide Byrd,28 - 29,Junichiro Kamijo,28 - 29,Jarman,28 - 29
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale ,Chuck O'Neil  vs. Chris Cope ,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,Doug Crosby 27 - 30.Sal D'amato 27 - 30.Tony Weeks 27 - 30.,http://ufcstats.com/fight-details/1b0887e7533b9b49,Chuck O'Neil,Chris Cope,L,W,Doug Crosby,27 - 30,amato,27 - 30,Tony Weeks,27 - 30
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale ,Danny Downes  vs. Jeremy Stephens ,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Sal D'amato 26 - 30.Glenn Trowbridge 26 - 30.Mark Smith 27 - 30.,http://ufcstats.com/fight-details/7240a9432bf2af67,Danny Downes,Jeremy Stephens,L,W,amato,26 - 30,Glenn Trowbridge,26 - 30,Mark Smith,27 - 30
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale ,Josh Grispi  vs. George Roop ,L/W,Featherweight Bout,KO/TKO ,3,3:14,3 Rnd (5-5-5),Herb Dean,Punch to Body At Distance ,http://ufcstats.com/fight-details/2ebfb072b178649e,Josh Grispi,George Roop,L,W,,,,,,
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale ,Ryan McGillivray  vs. Shamar Bailey ,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Adalaide Byrd 27 - 30.Junichiro Kamijo 27 - 30.Mark Smith 27 - 30.,http://ufcstats.com/fight-details/ba0b95898baad200,Ryan McGillivray,Shamar Bailey,L,W,Adalaide Byrd,27 - 30,Junichiro Kamijo,27 - 30,Mark Smith,27 - 30
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale ,Clay Harvison  vs. Justin Edwards ,W/L,Welterweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,Sal D'amato 28 - 29.Glenn Trowbridge 28 - 29.Doug Crosby 29 - 28.,http://ufcstats.com/fight-details/33005a28b1226d15,Clay Harvison,Justin Edwards,W,L,amato,28 - 29,Glenn Trowbridge,28 - 29,Doug Crosby,29 - 28
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale ,Scott Jorgensen  vs. Ken Stone ,W/L,Bantamweight Bout,KO/TKO ,1,4:01,3 Rnd (5-5-5),Steve Mazzagatti,Punch to Head From Guard ,http://ufcstats.com/fight-details/57622ac93e8d8900,Scott Jorgensen,Ken Stone,W,L,,,,,,
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale ,Reuben Duran  vs. Francisco Rivera ,W/L,Bantamweight Bout,Submission ,3,1:57,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke ,http://ufcstats.com/fight-details/07df55cb3cc0ec30,Reuben Duran,Francisco Rivera,W,L,,,,,,
UFC 130: Rampage vs Hamill ,Quinton Jackson  vs. Matt Hamill ,W/L,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Glenn Trowbridge 27 - 30.Roy Silbert 27 - 30.Tony Weeks 27 - 30.,http://ufcstats.com/fight-details/9cf91ae875d886df,Quinton Jackson,Matt Hamill,W,L,Glenn Trowbridge,27 - 30,Roy Silbert,27 - 30,Tony Weeks,27 - 30
UFC 130: Rampage vs Hamill ,Frank Mir  vs. Roy Nelson ,W/L,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,Adalaide Byrd 27 - 30.Cecil Peoples 27 - 30.Patricia Morse-Jarman 26 - 30.,http://ufcstats.com/fight-details/c553753c64379c39,Frank Mir,Roy Nelson,W,L,Adalaide Byrd,27 - 30,Cecil Peoples,27 - 30,Jarman,26 - 30
UFC 130: Rampage vs Hamill ,Stefan Struve  vs. Travis Browne ,L/W,Heavyweight Bout,KO/TKO ,1,4:11,3 Rnd (5-5-5),Steve Mazzagatti,Punch to Head At Distance ,http://ufcstats.com/fight-details/727c8004faed648d,Stefan Struve,Travis Browne,L,W,,,,,,
UFC 130: Rampage vs Hamill ,Thiago Alves  vs. Rick Story ,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kim Winslow,Patricia Morse-Jarman 28 - 29.Roy Silbert 28 - 29.Tony Weeks 28 - 29.,http://ufcstats.com/fight-details/7956ae951020ce8c,Thiago Alves,Rick Story,L,W,Jarman,28 - 29,Roy Silbert,28 - 29,Tony Weeks,28 - 29
UFC 130: Rampage vs Hamill ,Brian Stann  vs. Jorge Santiago ,W/L,Middleweight Bout,KO/TKO ,2,4:29,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance ,http://ufcstats.com/fight-details/6617170d3659b175,Brian Stann,Jorge Santiago,W,L,,,,,,
UFC 130: Rampage vs Hamill ,Miguel Torres  vs. Demetrious Johnson ,L/W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,Dave Hagen 28 - 29.Glenn Trowbridge 28 - 29.Tony Weeks 28 - 29.,http://ufcstats.com/fight-details/b0cfaf01a155985b,Miguel Torres,Demetrious Johnson,L,W,Dave Hagen,28 - 29,Glenn Trowbridge,28 - 29,Tony Weeks,28 - 29
UFC 130: Rampage vs Hamill ,Kendall Grove  vs. Tim Boetsch ,L/W,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Patricia Morse-Jarman 27 - 30.Junichiro Kamijo 27 - 30.Adalaide Byrd 27 - 30.,http://ufcstats.com/fight-details/3d1a835c15fd8cb2,Kendall Grove,Tim Boetsch,L,W,Jarman,27 - 30,Junichiro Kamijo,27 - 30,Adalaide Byrd,27 - 30
UFC 130: Rampage vs Hamill ,Gleison Tibau  vs. Rafaello Oliveira ,W/L,Lightweight Bout,Submission ,2,3:28,3 Rnd (5-5-5),Kim Winslow,Rear Naked Choke ,http://ufcstats.com/fight-details/6299412d7bbfbce6,Gleison Tibau,Rafaello Oliveira,W,L,,,,,,
UFC 130: Rampage vs Hamill ,Michael McDonald  vs. Chris Cariaso ,W/L,Bantamweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,Tony Weeks 30 - 27.Adalaide Byrd 28 - 29.Glenn Trowbridge 28 - 29.,http://ufcstats.com/fight-details/556952a9520d0ae0,Michael McDonald,Chris Cariaso,W,L,Tony Weeks,30 - 27,Adalaide Byrd,28 - 29,Glenn Trowbridge,28 - 29
UFC 130: Rampage vs Hamill ,Cole Escovedo  vs. Renan Barao ,L/W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Patricia Morse-Jarman 27 - 30.Roy Silbert 27 - 30.Junichiro Kamijo 28 - 29.,http://ufcstats.com/fight-details/4cc8bef7c487cf9d,Cole Escovedo,Renan Barao,L,W,Jarman,27 - 30,Roy Silbert,27 - 30,Junichiro Kamijo,28 - 29
UFC 129: St-Pierre vs Shields ,Georges St-Pierre  vs. Jake Shields ,W/L,UFC Welterweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Doug Crosby 45 - 50.Nelson Hamilton 47 - 48.Richard Bertrand 47 - 48.,http://ufcstats.com/fight-details/9c3c0818f0c32768,Georges St-Pierre,Jake Shields,W,L,Doug Crosby,45 - 50,Nelson Hamilton,47 - 48,Richard Bertrand,47 - 48
UFC 129: St-Pierre vs Shields ,Jose Aldo  vs. Mark Hominick ,W/L,UFC Featherweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),John McCarthy,Doug Crosby 45 - 48.Nelson Hamilton 46 - 48.Sal D'amato 46 - 49.,http://ufcstats.com/fight-details/12b94f0229c30ead,Jose Aldo,Mark Hominick,W,L,Doug Crosby,45 - 48,Nelson Hamilton,46 - 48,amato,46 - 49
UFC 129: St-Pierre vs Shields ,Lyoto Machida  vs. Randy Couture ,W/L,Light Heavyweight Bout,KO/TKO ,2,1:05,3 Rnd (5-5-5),Yves Lavigne,Kick to Head At DistanceFront Kick,http://ufcstats.com/fight-details/f0e299c134cbac37,Lyoto Machida,Randy Couture,W,L,,,,,,
UFC 129: St-Pierre vs Shields ,Vladimir Matyushenko  vs. Jason Brilz ,W/L,Light Heavyweight Bout,KO/TKO ,1,0:20,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head At Distance ,http://ufcstats.com/fight-details/520de85f6d492264,Vladimir Matyushenko,Jason Brilz,W,L,,,,,,
UFC 129: St-Pierre vs Shields ,Mark Bocek  vs. Benson Henderson ,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Doug Crosby 27 - 30.Sal D'amato 27 - 30.Claude Paquette 27 - 30.,http://ufcstats.com/fight-details/eb8e4c57d131fb46,Mark Bocek,Benson Henderson,L,W,Doug Crosby,27 - 30,amato,27 - 30,Claude Paquette,27 - 30
UFC 129: St-Pierre vs Shields ,Nate Diaz  vs. Rory MacDonald ,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Doug Crosby 26 - 30.Sal D'amato 27 - 30.Claude Paquette 26 - 30.,http://ufcstats.com/fight-details/6f0dc5319bf900dc,Nate Diaz,Rory MacDonald,L,W,Doug Crosby,26 - 30,amato,27 - 30,Claude Paquette,26 - 30
UFC 129: St-Pierre vs Shields ,Jake Ellenberger  vs. Sean Pierson ,W/L,Welterweight Bout,KO/TKO ,1,2:42,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance ,http://ufcstats.com/fight-details/81ec228bf7af0fc1,Jake Ellenberger,Sean Pierson,W,L,,,,,,
UFC 129: St-Pierre vs Shields ,Daniel Roberts  vs. Claude Patrick ,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Richard Bertrand 28 - 29.Nelson Hamilton 28 - 29.Pasquale Procopio 28 - 29.,http://ufcstats.com/fight-details/eb6a55ee772dd722,Daniel Roberts,Claude Patrick,L,W,Richard Bertrand,28 - 29,Nelson Hamilton,28 - 29,Pasquale Procopio,28 - 29
UFC 129: St-Pierre vs Shields ,Ivan Menjivar  vs. Charlie Valencia ,W/L,Bantamweight Bout,KO/TKO ,1,1:30,3 Rnd (5-5-5),John McCarthy,Elbow to Head In Clinch ,http://ufcstats.com/fight-details/6d83de8d54f75ffc,Ivan Menjivar,Charlie Valencia,W,L,,,,,,
UFC 129: St-Pierre vs Shields ,Jason MacDonald  vs. Ryan Jensen ,W/L,Middleweight Bout,Submission ,1,1:37,3 Rnd (5-5-5),Herb Dean,Triangle Choke From Bottom Guard ,http://ufcstats.com/fight-details/5aef2af22f5f2fbd,Jason MacDonald,Ryan Jensen,W,L,,,,,,
